Name,Author,User Rating,Reviews,Year,Genre,Price
Looking for Alaska,John Green,4.5,8491,2014,Fiction,7.0
Love You Forever,Robert Munsch,4.8,18613,2014,Fiction,5.0
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.5,1386,2014,Non Fiction,20.0
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,2014,Non Fiction,10.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,2014,Fiction,8.0
Orphan Train,Christina Baker Kline,4.6,21930,2014,Fiction,11.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,2014,Non Fiction,46.0
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836,2014,Fiction,12.0
StrengthsFinder 2.0,Gallup,4.0,5069,2014,Non Fiction,17.0
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,2014,Non Fiction,28.0
The Alchemist,Paulo Coelho,4.7,35799,2014,Fiction,39.0
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,2014,Fiction,11.0
The Book Thief,Markus Zusak,4.6,23148,2014,Fiction,6.0
The Book with No Pictures,B. J. Novak,4.8,8081,2014,Fiction,8.0
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,2014,Non Fiction,12.0
The Day the Crayons Quit,Drew Daywalt,4.8,8922,2014,Fiction,9.0
The Fault in Our Stars,John Green,4.7,50482,2014,Fiction,7.0
The Fault in Our Stars,John Green,4.7,50482,2014,Fiction,13.0
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,2014,Fiction,20.0
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,2014,Fiction,7.0
The Maze Runner (Book 1),James Dashner,4.5,10101,2014,Fiction,8.0
The Official SAT Study Guide,The College Board,4.4,1201,2014,Non Fiction,40.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,2014,Fiction,5.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,2014,Non Fiction,23.0
To Kill a Mockingbird,Harper Lee,4.8,26234,2014,Fiction,0.0
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586,2014,Fiction,5.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,2014,Non Fiction,13.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,2014,Non Fiction,16.0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,2014,Non Fiction,17.0
Wonder,R. J. Palacio,4.8,21625,2014,Fiction,9.0
Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,4.6,2925,2015,Non Fiction,6.0
Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,4.4,2951,2015,Non Fiction,6.0
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,4.5,2426,2015,Non Fiction,8.0
All the Light We Cannot See,Anthony Doerr,4.6,36348,2015,Fiction,14.0
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,15921,2015,Non Fiction,9.0
Baby Touch and Feel: Animals,DK,4.6,5360,2015,Non Fiction,5.0
Balance (Angie's Extreme Stress Menders),Angie Grace,4.6,1909,2015,Non Fiction,11.0
Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,11113,2015,Non Fiction,15.0
Between the World and Me,Ta-Nehisi Coates,4.7,10070,2015,Non Fiction,13.0
Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4022,2015,Non Fiction,4.0
Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,3871,2015,Non Fiction,5.0
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,2015,Fiction,5.0
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,4.6,2134,2015,Non Fiction,5.0
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,4.7,5413,2015,Non Fiction,9.0
First 100 Words,Roger Priddy,4.7,17323,2015,Non Fiction,4.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,2015,Fiction,4.0
Go Set a Watchman: A Novel,Harper Lee,3.6,14982,2015,Fiction,19.0
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,4.4,25624,2015,Fiction,14.0
Harry Potter Coloring Book,Scholastic,4.7,3564,2015,Non Fiction,9.0
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,2015,Non Fiction,11.0
Humans of New York : Stories,Brandon Stanton,4.9,2812,2015,Non Fiction,17.0
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,2015,Non Fiction,8.0
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5235,2015,Non Fiction,5.0
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,2015,Non Fiction,4.0
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,2015,Non Fiction,4.0
Love You Forever,Robert Munsch,4.8,18613,2015,Fiction,5.0
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,2015,Non Fiction,10.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,2015,Fiction,8.0
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,6169,2015,Fiction,7.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,2015,Non Fiction,46.0
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366,2015,Non Fiction,9.0
StrengthsFinder 2.0,Gallup,4.0,5069,2015,Non Fiction,17.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,2015,Non Fiction,8.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,2015,Non Fiction,16.0
The Book with No Pictures,B. J. Novak,4.8,8081,2015,Fiction,8.0
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,2015,Non Fiction,12.0
The Day the Crayons Quit,Drew Daywalt,4.8,8922,2015,Fiction,9.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,2015,Non Fiction,6.0
The Girl on the Train,Paula Hawkins,4.1,79446,2015,Fiction,18.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,2015,Non Fiction,11.0
The Martian,Andy Weir,4.7,39459,2015,Fiction,9.0
The Nightingale: A Novel,Kristin Hannah,4.8,49288,2015,Fiction,11.0
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,2015,Non Fiction,14.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,2015,Fiction,5.0
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,2015,Non Fiction,16.0
The Wright Brothers,David McCullough,4.7,6169,2015,Non Fiction,16.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,2015,Non Fiction,23.0
To Kill a Mockingbird,Harper Lee,4.8,26234,2015,Fiction,0.0
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,2015,Fiction,14.0
Wonder,R. J. Palacio,4.8,21625,2015,Fiction,9.0
10-Day Green Smoothie Cleanse,JJ Smith,4.7,17350,2016,Non Fiction,8.0
A Man Called Ove: A Novel,Fredrik Backman,4.6,23848,2016,Fiction,8.0
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,4.5,2313,2016,Non Fiction,4.0
Alexander Hamilton,Ron Chernow,4.8,9198,2016,Non Fiction,13.0
Between the World and Me,Ta-Nehisi Coates,4.7,10070,2016,Non Fiction,13.0
Born to Run,Bruce Springsteen,4.7,3729,2016,Non Fiction,18.0
Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,4.6,10369,2016,Non Fiction,4.0
Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,4.7,4761,2016,Non Fiction,16.0
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,2016,Fiction,5.0
Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,4.8,5118,2016,Fiction,20.0
Fahrenheit 451,Ray Bradbury,4.6,10721,2016,Fiction,8.0
Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,4.7,4370,2016,Fiction,15.0
First 100 Words,Roger Priddy,4.7,17323,2016,Non Fiction,4.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,2016,Fiction,4.0
Hamilton: The Revolution,Lin-Manuel Miranda,4.9,5867,2016,Non Fiction,54.0
"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,4.9,19622,2016,Fiction,30.0
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,4.0,23973,2016,Fiction,12.0
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,4.9,10052,2016,Fiction,22.0
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.8,13471,2016,Fiction,52.0
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,2016,Non Fiction,14.0
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,2016,Non Fiction,11.0
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,2016,Non Fiction,8.0
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,8916,2016,Non Fiction,6.0
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,2016,Non Fiction,4.0
Milk and Honey,Rupi Kaur,4.7,17739,2016,Non Fiction,8.0
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,2016,Non Fiction,10.0
Night (Night),Elie Wiesel,4.7,5178,2016,Non Fiction,9.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,2016,Fiction,8.0
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,3503,2016,Fiction,9.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,2016,Non Fiction,46.0
StrengthsFinder 2.0,Gallup,4.0,5069,2016,Non Fiction,17.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,2016,Non Fiction,8.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,2016,Non Fiction,16.0
The Constitution of the United States,Delegates of the Constitutional,4.8,2774,2016,Non Fiction,0.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,2016,Non Fiction,6.0
The Girl on the Train,Paula Hawkins,4.1,79446,2016,Fiction,7.0
The Going-To-Bed Book,Sandra Boynton,4.8,5249,2016,Fiction,5.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,2016,Non Fiction,11.0
The Magnolia Story,Chip Gaines,4.9,7861,2016,Non Fiction,5.0
The Nightingale: A Novel,Kristin Hannah,4.8,49288,2016,Fiction,11.0
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,2016,Non Fiction,36.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,2016,Fiction,5.0
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,2016,Non Fiction,16.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,2016,Fiction,10.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,2016,Non Fiction,23.0
To Kill a Mockingbird,Harper Lee,4.8,26234,2016,Fiction,0.0
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585,2016,Non Fiction,9.0
When Breath Becomes Air,Paul Kalanithi,4.8,13779,2016,Non Fiction,14.0
Wonder,R. J. Palacio,4.8,21625,2016,Fiction,9.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,2016,Non Fiction,8.0
1984 (Signet Classics),George Orwell,4.7,21424,2017,Fiction,6.0
A Gentleman in Moscow: A Novel,Amor Towles,4.7,19699,2017,Fiction,15.0
A Man Called Ove: A Novel,Fredrik Backman,4.6,23848,2017,Fiction,8.0
Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.7,9374,2017,Non Fiction,9.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,2017,Fiction,5.0
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,2017,Fiction,5.0
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,4.9,4786,2017,Fiction,8.0
First 100 Words,Roger Priddy,4.7,17323,2017,Non Fiction,4.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,2017,Fiction,4.0
Goodnight Moon,Margaret Wise Brown,4.8,8837,2017,Fiction,5.0
"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,4.9,3146,2017,Fiction,30.0
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,2017,Non Fiction,14.0
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,2017,Non Fiction,11.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,2017,Fiction,4.0
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.6,8393,2017,Non Fiction,17.0
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,2017,Non Fiction,4.0
Leonardo da Vinci,Walter Isaacson,4.5,3014,2017,Non Fiction,21.0
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,10199,2017,Non Fiction,11.0
Milk and Honey,Rupi Kaur,4.7,17739,2017,Non Fiction,8.0
Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,4.4,3113,2017,Non Fiction,6.0
Obama: An Intimate Portrait,Pete Souza,4.9,3192,2017,Non Fiction,22.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,2017,Fiction,8.0
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1831,2017,Non Fiction,9.0
Origin: A Novel (Robert Langdon),Dan Brown,4.3,18904,2017,Fiction,13.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,2017,Fiction,27.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,2017,Non Fiction,46.0
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4757,2017,Fiction,4.0
Ready Player One: A Novel,Ernest Cline,4.6,22536,2017,Fiction,12.0
StrengthsFinder 2.0,Gallup,4.0,5069,2017,Non Fiction,17.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,2017,Non Fiction,8.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,2017,Non Fiction,16.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,2017,Non Fiction,6.0
The Getaway,Jeff Kinney,4.8,5836,2017,Fiction,0.0
The Going-To-Bed Book,Sandra Boynton,4.8,5249,2017,Fiction,5.0
The Handmaid's Tale,Margaret Atwood,4.3,29442,2017,Fiction,7.0
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,2017,Non Fiction,7.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,2017,Non Fiction,11.0
The Pout-Pout Fish,Deborah Diesen,4.8,9784,2017,Fiction,5.0
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,2017,Fiction,8.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,2017,Non Fiction,15.0
The Sun and Her Flowers,Rupi Kaur,4.7,5487,2017,Non Fiction,9.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,2017,Fiction,5.0
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,2017,Non Fiction,16.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,2017,Fiction,10.0
Thirteen Reasons Why,Jay Asher,4.5,7932,2017,Fiction,9.0
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,2017,Non Fiction,23.0
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,2017,Non Fiction,21.0
What Happened,Hillary Rodham Clinton,4.6,5492,2017,Non Fiction,18.0
Wonder,R. J. Palacio,4.8,21625,2017,Fiction,9.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,2017,Non Fiction,8.0
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.7,18979,2018,Non Fiction,15.0
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,4.7,5983,2018,Non Fiction,3.0
A Wrinkle in Time (Time Quintet),Madeleine L'Engle,4.5,5153,2018,Fiction,5.0
Becoming,Michelle Obama,4.8,61133,2018,Non Fiction,11.0
Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,4.3,6143,2018,Fiction,8.0
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,2018,Fiction,5.0
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,4.9,5062,2018,Fiction,6.0
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235,2018,Fiction,4.0
Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,4.9,5470,2018,Fiction,6.0
Educated: A Memoir,Tara Westover,4.7,28729,2018,Non Fiction,15.0
Fahrenheit 451,Ray Bradbury,4.6,10721,2018,Fiction,8.0
Fear: Trump in the White House,Bob Woodward,4.4,6042,2018,Non Fiction,2.0
Fire and Fury: Inside the Trump White House,Michael Wolff,4.2,13677,2018,Non Fiction,6.0
First 100 Words,Roger Priddy,4.7,17323,2018,Non Fiction,4.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,2018,Fiction,4.0
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,2018,Non Fiction,12.0
Goodnight Moon,Margaret Wise Brown,4.8,8837,2018,Fiction,5.0
Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,4.8,3776,2018,Non Fiction,22.0
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,2018,Non Fiction,11.0
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,2018,Non Fiction,13.0
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,2507,2018,Non Fiction,8.0
"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,4.9,11881,2018,Fiction,13.0
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.4,7550,2018,Non Fiction,6.0
Little Fires Everywhere,Celeste Ng,4.5,25706,2018,Fiction,12.0
Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,4.8,9867,2018,Non Fiction,16.0
Milk and Honey,Rupi Kaur,4.7,17739,2018,Non Fiction,8.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,2018,Fiction,8.0
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,2018,Non Fiction,5.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,2018,Fiction,27.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,2018,Non Fiction,46.0
Ready Player One: A Novel,Ernest Cline,4.6,22536,2018,Fiction,12.0
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,2018,Non Fiction,20.0
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,2018,Non Fiction,6.0
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,2018,Non Fiction,16.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,2018,Non Fiction,8.0
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,2018,Non Fiction,6.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,2018,Non Fiction,6.0
The Hate U Give,Angie Thomas,4.8,9947,2018,Fiction,11.0
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,2018,Non Fiction,7.0
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,2018,Fiction,8.0
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,2018,Non Fiction,18.0
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,2018,Non Fiction,17.0
The Pout-Pout Fish,Deborah Diesen,4.8,9784,2018,Fiction,5.0
The President Is Missing: A Novel,James Patterson,4.3,10191,2018,Fiction,18.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,2018,Non Fiction,15.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,2018,Fiction,5.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,2018,Fiction,10.0
The Wonky Donkey,Craig Smith,4.8,30183,2018,Fiction,4.0
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,2018,Non Fiction,12.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,2018,Non Fiction,8.0
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,4.8,7665,2019,Non Fiction,12.0
Becoming,Michelle Obama,4.8,61133,2019,Non Fiction,11.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,2019,Fiction,5.0
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,16244,2019,Non Fiction,18.0
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,7955,2019,Non Fiction,5.0
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235,2019,Fiction,4.0
Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,4.9,12619,2019,Fiction,8.0
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,4.9,9089,2019,Fiction,8.0
Educated: A Memoir,Tara Westover,4.7,28729,2019,Non Fiction,15.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,2019,Fiction,4.0
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660,2019,Non Fiction,12.0
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,2019,Non Fiction,12.0
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,2019,Non Fiction,6.0
Goodnight Moon,Margaret Wise Brown,4.8,8837,2019,Fiction,5.0
Guts,Raina Telgemeier,4.8,5476,2019,Non Fiction,7.0
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,4.9,7758,2019,Fiction,18.0
Howard Stern Comes Again,Howard Stern,4.3,5272,2019,Non Fiction,16.0
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,9737,2019,Non Fiction,7.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,2019,Fiction,4.0
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,2019,Non Fiction,13.0
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062,2019,Non Fiction,12.0
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347,2019,Non Fiction,16.0
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,2019,Non Fiction,11.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,2019,Fiction,8.0
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,2019,Non Fiction,5.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,2019,Fiction,27.0
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,2019,Non Fiction,20.0
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,2019,Non Fiction,6.0
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,2019,Fiction,6.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,2019,Non Fiction,8.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,2019,Non Fiction,12.0
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,2019,Non Fiction,6.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,2019,Non Fiction,6.0
The Guardians: A Novel,John Grisham,4.5,13609,2019,Fiction,14.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,2019,Non Fiction,11.0
The Mueller Report,The Washington Post,4.6,2744,2019,Non Fiction,12.0
The Silent Patient,Alex Michaelides,4.5,27536,2019,Fiction,14.0
